	Sz	hEndo	hPeric	hMgl	hOPC	hRgl2c	hRgl2b	hRgl2a	hRgl3	hRgl1	hProgM	hProgBP	hProgFPL	hProgFPM	hNProg	hNbM	hNbML1	hRN	hNbML5	hDA0	hDA1	hDA2	hNbGaba	hGaba	hSert	hOMTN
SRPX	0.2699	0.5828	3.0757	0.5271	0.4855	0.5144	0.8799	0.4957	0.6553	0.4663	0.6121	0.299	0.6475	0.328	0.4848	0.3366	0.6989	0.7688	0.3669	0.3514	0.733	0.4198	0.4945	0.3737	1.141	0.4854
SRPX2	0.6147	1.0389	2.4866	1.0553	1.0856	1.1365	0.91	1.0003	1.1791	1.1327	1.0496	0.8582	1.1619	0.9146	0.8182	0.8907	0.9435	1.0519	0.8691	2.349	1.1733	1.0249	1.0194	2.2487	1.2736	1.066
SRR	0.1828	0.1528	0.1222	0.1732	0.2602	0.177	0.1315	0.3163	0.2263	0.2847	0.1884	0.1225	0.1888	0.1722	0.1402	0.119	0.1714	0.1378	0.0956	0.1095	0.1504	0.163	0.1086	0.0894	0.5169	0.1978
SRRD	0.0275	0.0574	0.0813	0.1232	0.136	0.1018	0.057	0.0695	0.0602	0.0417	0.0483	0.0636	0.0775	0.1125	0.0442	0.0504	0.0554	0.0574	0.0579	0.0564	0.0729	0.0409	0.1107	0.0438	0.2675	0.0546
SRRM1	2.6415	1.7297	1.4817	1.4277	1.4475	1.8535	1.2326	1.7924	1.8313	1.9759	1.5658	1.8164	2.4263	2.0888	1.1113	1.2417	1.3588	1.2548	1.2408	1.1223	1.6885	1.254	1.2937	1.2768	2.2131	1.7622
SRRM2	1.7188	1.1886	0.9864	1.2002	1.3718	1.2569	1.1176	1.6164	1.565	1.3756	1.1306	0.9546	1.4795	0.8178	0.7268	0.8646	0.8933	0.8428	1.1089	0.7336	1.2907	0.7946	1.5881	1.3569	1.5928	1.3323
SRRM2-AS1	0.5758	0.8429	0.6427	0.9496	3.4105	0.9783	1.163	0.8547	1.396	1.4023	3.6047	0.9592	0.9229	0.6783	0.6231	1.0054	0.7539	0.7587	0.7325	0.7019	1.4092	0.7654	0.8064	0.6914	1.129	0.7899
SRRM3	0.0354	0.0891	0.0873	0.2147	0.2173	0.0523	0.1514	0.1418	0.1154	0.0413	0.0833	0.0931	0.1205	0.0877	0.1112	0.137	0.1501	0.1299	0.1874	0.1347	0.1722	0.1229	0.252	0.363	0.2619	0.2863
SRRM4	0.2019	0.1435	0.1893	0.3814	0.1909	0.1686	0.1514	0.2091	0.1725	0.1937	0.2545	0.2739	0.1932	0.2715	1.0765	0.9895	0.9219	1.2574	0.855	0.8222	0.9538	0.6789	1.3452	1.1246	1.4033	1.2919
SRRM5	0.9389	1.1034	0.9573	1.1622	1.7076	1.1743	1.2903	1.1184	2.2755	1.1458	1.0257	1.1229	1.1883	0.9146	0.7841	0.7994	0.9607	0.9381	1.5356	0.877	1.7174	1.0079	1.057	0.8304	4.8412	1.2706
SRRT	0.5853	0.4559	0.3526	0.3865	0.4963	0.4693	0.3321	0.3941	0.4178	0.4165	0.4461	0.3774	0.6735	0.3738	0.2849	0.4806	0.3328	0.3363	0.2833	0.266	0.4098	0.3295	0.4193	0.3013	0.6679	0.4228
SRSF1	2.7665	1.8725	1.5446	1.4997	1.7672	1.911	1.6868	1.9343	1.8324	1.6584	2.0524	2.2292	3.6823	2.4019	1.6587	1.4808	1.4131	1.1803	1.1289	0.9809	1.6888	1.3634	1.344	1.0219	2.1117	1.7914
SRSF10_loc1	2.6857	1.7835	1.4757	1.6127	1.5321	1.8352	1.5087	1.8362	1.837	2.195	2.5464	2.7941	3.5767	2.2051	1.8894	1.8895	1.5586	1.1869	1.2779	0.9515	1.6061	1.2229	1.2523	1.0444	2.0792	1.7716
SRSF10_loc2	0.0679	0.1297	0.1399	0.2229	0.2017	0.7044	0.1093	0.1447	0.1622	0.4883	0.4447	0.3684	0.1643	0.4919	0.7122	0.2641	0.1545	0.148	0.4761	0.2447	0.5021	0.297	0.2061	0.2241	0.2582	0.2487
SRSF11	2.9806	2.0626	1.7111	1.9776	1.695	1.9692	1.5524	1.9848	1.9743	2.0287	1.7808	1.4912	2.208	1.4542	1.4478	1.6679	1.4859	1.3906	1.8998	1.1958	2.1824	1.423	2.0729	1.8932	3.226	2.0082
SRSF12	0.202	0.1518	0.1265	0.1666	0.2858	0.185	0.1952	0.2814	0.1609	0.2029	0.3336	0.2588	0.3381	0.2056	0.2304	0.2297	0.4816	0.2944	0.21	0.2833	0.4199	0.2165	0.4202	0.4838	0.4046	0.4366
SRSF2	1.8955	1.5352	1.06	1.1085	1.195	1.5085	0.9288	1.2386	1.2795	1.2899	1.2109	1.2369	2.2816	1.3682	0.8843	0.9819	0.9725	0.9977	0.8245	1.0163	1.2067	0.9041	0.8962	0.7927	1.5828	1.2918
SRSF3	5.782	5.0721	4.0469	3.0683	3.1948	3.3568	2.7034	3.639	3.7004	3.2743	4.4147	4.1276	6.1752	5.1074	3.2166	3.1033	3.1115	2.3998	2.3236	1.9616	3.2179	2.5356	2.4882	2.1153	4.2422	3.8444
SRSF4	0.825	0.5959	0.5133	0.4714	0.4763	0.5638	0.5987	0.6073	0.5786	0.5394	0.5998	0.4447	0.6	0.469	0.3749	0.4761	0.4512	0.6973	0.5368	0.339	0.6925	0.492	0.5254	0.4058	0.6809	0.5799
SRSF5	3.4314	2.6709	2.0971	1.8883	1.8397	2.2404	1.8878	2.4644	3.3873	2.4201	1.9738	1.6426	2.3365	1.7886	1.5358	1.6307	1.6114	1.4657	1.3645	1.2382	2.2868	1.5273	1.668	1.2826	2.6702	2.1743
SRSF6	1.7086	1.1625	0.9843	1.0232	1.223	1.0374	0.8357	1.2539	1.3253	1.3956	0.9932	0.8249	1.3674	0.9229	0.9007	0.8769	0.8605	0.8424	0.7269	0.6406	1.2506	0.7973	0.8113	0.7486	1.3441	1.1157
SRSF7	3.5547	3.0579	3.1286	2.1816	1.9966	2.2189	1.6452	2.2425	2.3428	1.9516	2.965	3.0528	4.351	3.147	1.9982	2.1318	2.6347	2.0952	1.4736	1.3445	2.0625	1.789	1.537	1.3068	2.6969	2.7789
SRSF8	0.3203	0.4505	0.2597	0.2566	0.5923	0.4483	0.1911	0.3235	0.3505	0.2052	0.2126	0.2061	0.2388	0.2525	0.2095	0.3112	0.1777	0.3108	0.2126	0.3649	0.5124	0.5751	0.494	0.4302	0.5092	0.4599
SRSF9	1.2405	1.0442	0.7154	0.8785	0.8623	0.828	0.594	0.8167	1.1712	0.9339	0.8817	0.7784	1.6021	0.7453	0.5492	0.5687	0.6619	0.707	0.5662	0.4364	0.8	0.6063	0.6105	0.541	1.0503	0.8451
SRXN1	0.1166	0.2215	0.0978	0.1253	0.2484	0.1623	0.1256	0.1591	0.1145	0.2266	0.1102	0.0965	0.143	0.1584	0.0985	0.1386	0.1452	0.122	0.156	0.1071	0.2142	0.1852	0.1476	0.1276	0.201	0.1279
SRY	0.2437	0.3376	0.33	0.7379	0.7641	0.7613	1.3185	0.8144	0.776	0.3855	0.3023	0.8946	0.3662	0.699	0.304	0.2577	0.4696	0.3387	0.314	0.4879	0.3706	0.3555	0.4165	0.2809	0.555	0.4574
SS18	0.5188	0.4872	0.6122	0.3257	0.4412	0.3729	0.3136	0.4282	0.7786	0.3222	0.4359	0.3916	0.5924	0.5294	0.3641	0.3721	0.3068	0.4086	0.2638	0.1979	0.3593	0.2862	0.2759	0.231	0.477	0.4956
SS18L1	0.2775	0.3569	0.2117	0.3346	0.2213	0.2178	0.2819	0.2438	0.2036	0.3174	0.178	0.2371	0.3448	0.1495	0.1249	0.1848	0.4043	0.3099	0.3323	0.2896	0.382	0.5128	0.7374	0.361	0.9816	0.3504
SS18L2	0.7829	0.5413	0.4505	0.4738	0.5095	0.5629	0.3952	0.6198	0.5301	0.5095	0.6282	0.5491	0.9035	0.8379	0.5636	0.5403	0.791	0.5964	0.358	0.5893	0.6281	0.6038	0.4063	0.3506	0.7359	0.6894
SSB	2.7281	1.8818	1.5967	1.413	1.5378	1.6102	1.4475	2.0155	2.1725	1.6247	2.1086	2.0256	2.7031	2.1214	1.4765	1.2085	1.3424	1.1705	1.0877	0.9381	1.5855	1.2597	1.1904	1.0085	2.2231	1.8547
SSBP1	1.7733	1.2317	1.0599	0.9748	0.9864	1.1639	0.8419	1.2045	1.2148	1.0539	1.2278	1.2257	1.6515	1.4606	1.1325	0.8775	1.1366	0.9819	0.8159	0.6281	1.0244	0.8932	0.7813	0.6547	1.6297	1.5696
SSBP2	1.0687	0.7073	0.611	0.6468	0.6141	0.8699	0.7276	1.0958	1.6697	0.9722	1.4702	1.0512	1.3523	1.2827	0.7023	0.5603	0.5932	0.5858	0.9534	0.4578	0.7449	0.7343	1.0041	0.5882	1.0373	1.2105
SSBP3	0.9979	0.6772	0.5544	0.6427	0.6207	0.6044	0.6264	0.7038	1.1237	1.0315	1.0352	0.8238	1.0916	0.589	1.0334	1.4204	1.0923	1.4991	1.4364	0.8354	1.2454	0.7962	1.6382	1.4237	2.4634	1.2545
SSBP4	0.1898	0.308	0.2249	0.2946	0.274	0.1593	0.1448	0.1706	0.4374	0.178	0.1431	0.1136	0.1843	0.0982	0.0984	0.0964	0.1943	0.2827	0.1775	0.1038	0.273	0.2039	0.2112	0.1995	0.6447	0.2475
SSC4D	0.6398	1.2623	0.6104	0.8935	1.5119	1.7087	1.1302	0.8073	0.8675	1.5502	0.8012	0.6379	1.2303	1.0752	0.9614	0.8676	0.7633	0.7213	0.7158	0.6794	1.3963	0.7446	0.843	1.9446	1.1722	0.8122
SSC5D	0.3924	0.5976	0.6426	0.6734	0.6345	0.6893	0.4832	0.9466	0.6532	0.6064	0.5511	0.9109	0.9126	0.4792	0.4119	0.46	1.0391	1.0556	0.494	0.4787	1.158	1.1481	1.3049	2.6269	0.8284	0.7931
SSFA2	0.3801	1.0415	0.444	0.3923	0.3412	0.6065	0.5236	0.6882	0.9611	1.2971	0.6517	0.2693	0.6213	0.2459	0.1833	0.2606	0.2406	0.2439	0.2987	0.184	0.2886	0.2979	0.3239	0.2612	0.3479	0.2671
SSH1	0.2373	0.5412	0.3043	0.3601	0.1654	0.2468	0.1368	0.1931	0.1905	0.302	0.1588	0.1328	0.2217	0.1326	0.1246	0.2789	0.2863	0.1329	0.2838	0.193	0.2218	0.1871	0.1769	0.3571	0.3877	0.3029
SSH2	0.2389	0.2486	0.3441	0.4226	0.1737	0.225	0.18	0.1737	0.1956	0.3728	0.1622	0.1448	0.2892	0.1345	0.1216	0.279	0.2525	0.4468	0.2735	0.2973	0.8848	0.2865	0.5648	0.5284	0.4701	0.4759
SSH3	1.2423	2.1361	1.1019	1.3483	1.257	1.4519	1.0831	1.5689	1.931	1.2502	1.6568	0.9908	2.9167	1.5871	1.1473	1.017	1.1519	1.137	1.0588	1.034	1.3479	1.1459	1.1884	0.9899	2.3376	1.3182
SSMEM1	0.4834	0.9939	2.7464	1.0417	1.015	0.9654	0.8374	0.7846	1.0394	0.958	0.8888	0.8054	1.0186	0.8105	1.6747	0.8141	0.8679	0.8835	0.8142	0.8567	0.9945	0.8189	2.6413	0.8831	1.1964	0.9384
SSNA1	0.3092	0.2724	0.2827	0.2231	0.3049	0.3236	0.2424	0.2399	0.2316	0.2061	0.3811	0.2384	0.2511	0.2436	0.1327	0.1698	0.2289	0.1621	0.2224	0.1294	0.203	0.2564	0.1649	0.1318	0.3363	0.2738
SSPN	0.0386	0.0845	0.0978	0.1076	0.1632	0.2395	0.0851	0.2269	0.3245	0.0945	0.1095	0.0548	0.0716	0.0634	0.0314	0.0366	0.0502	0.0401	0.1072	0.0464	0.0719	0.042	0.105	0.1009	0.0853	0.0579
SSPO	0.0096	0.1111	0.2165	0.1541	0.8135	0.1482	0.0716	0.1482	0.4106	0.0414	0.1185	0.0365	0.1849	0.0791	0.1013	0.0874	0.1885	0.039	0.1402	0.0554	0.1131	0.0993	0.0394	0.6006	0.3422	0.1203
SSR1	0.9482	0.7292	0.7159	0.6808	0.6013	0.6292	0.5994	0.6563	0.7335	0.6546	0.5221	0.5738	0.8493	0.5201	0.4006	0.458	0.6901	0.4815	0.5198	0.3574	0.724	0.5332	0.4953	0.532	0.874	0.631
SSR2	1.5947	1.5241	1.4778	0.8888	0.9075	1.0098	0.8162	1.0811	1.0438	0.9495	0.956	0.9688	1.5251	0.9831	0.8044	0.9428	0.9095	0.6904	0.906	0.6247	1.02	0.766	0.7015	0.5969	1.3815	1.096
SSR3	0.9243	0.6913	1.5473	0.7883	0.5173	0.9468	0.4777	0.8189	0.6646	0.6521	0.8224	0.5302	1.0435	0.6254	0.3926	0.4863	0.5327	0.4901	0.424	0.3577	0.5502	0.4217	0.5823	0.3823	0.7673	0.6607
SSR4	1.9906	1.8383	1.6926	1.0957	1.2722	1.3278	0.9263	1.2839	1.7801	1.1225	1.7624	1.0875	1.4134	1.3567	0.986	1.4359	1.4834	1.1009	0.8103	0.7282	1.1417	0.916	0.9146	0.7716	1.5349	1.935
SSR4P1_p1	0.5558	1.0001	0.7917	1.0201	2.281	1.062	0.8678	1.2591	1.0745	1.9957	0.8675	0.7625	1.9062	0.8004	0.7295	0.7571	0.9012	0.8474	1.5079	0.78	2.0567	0.9197	0.9145	1.3291	1.2175	0.9692
SSRP1	1.3931	0.9751	1.4251	0.7643	0.9435	0.9939	0.8093	0.9281	0.9833	0.8445	1.027	0.861	1.4069	0.9279	0.5823	0.6569	0.6877	0.701	0.5876	0.5093	0.8207	0.7436	0.6748	0.5594	1.1848	0.975
SSSCA1	0.0903	0.1182	0.1488	0.081	0.1061	0.1084	0.1187	0.0809	0.1016	0.1226	0.2329	0.1555	0.2553	0.19	0.0763	0.0546	0.0639	0.0571	0.1428	0.0539	0.0968	0.0679	0.1047	0.0535	0.2273	0.1635
SSSCA1-AS1	1.1498	1.2474	1.2075	1.2981	1.2271	1.2604	0.9798	1.1141	2.5814	1.1755	1.4152	0.9189	1.2816	1.3431	1.6519	1.2441	1.0348	1.5355	0.9548	0.8641	1.6215	1.0753	1.0948	0.9077	1.5636	1.682
SST	0.116	0.3355	0.1392	0.2163	0.195	0.2108	0.1586	0.1727	0.3179	0.5701	0.2011	0.131	0.1662	0.2248	0.094	0.4346	0.1421	0.2572	0.4554	0.3349	0.9692	0.2843	0.5799	0.996	0.8629	1.2944
SSTR1	0.2029	0.3498	0.4441	0.47	1.314	0.4447	0.3037	0.4703	1.362	0.4169	0.3326	0.2448	0.4045	0.309	0.5621	0.8742	1.0626	0.3615	0.536	0.3235	1.1846	0.3787	1.9107	1.3754	0.5909	0.2995
SSTR2	0.0293	0.0528	0.0498	0.1082	0.0459	0.0794	0.0457	0.0565	0.0996	0.093	0.0728	0.0533	0.0681	0.0573	0.1158	0.1598	0.1267	0.1128	0.0929	0.2817	0.2294	0.2034	0.217	0.1494	0.6028	0.1084
SSTR3	0.5107	0.9137	1.2312	0.9751	0.9456	0.9562	0.7791	0.7764	0.9794	0.9297	1.6658	2.1769	0.9738	1.3414	0.6974	1.5222	0.7918	0.8193	0.8012	0.7151	2.1725	0.8475	0.9151	0.7578	1.1817	0.86
SSU72	0.4575	0.4627	0.2922	0.3362	0.5154	0.3558	0.2461	0.4884	0.6249	0.5208	0.3661	0.2504	0.4255	0.3372	0.1985	0.2899	0.5014	0.3089	0.235	0.2734	0.3364	0.2576	0.2349	0.1987	0.4427	0.3744
SSUH2	0.5623	6.8324	1.2848	1.0384	0.9834	1.1009	0.8876	0.8265	1.0874	1.0449	0.9135	0.7898	1.1041	0.863	1.4249	0.8481	0.9052	0.9139	0.8604	0.8125	0.9992	0.9055	0.9354	0.8212	1.2459	1.6097
SSX2B_loc1	0.3325	1.8214	3.2557	0.8855	0.7974	0.8924	1.6473	0.6754	0.818	0.8452	0.7083	0.6756	0.8033	0.7047	0.6178	0.6748	0.7008	0.7391	0.7179	0.7065	0.8635	0.7543	2.5049	0.7056	1.0266	0.7243
SSX2B_loc2	0.523	2.1182	0.7617	1.0579	1.0376	0.9721	1.7805	0.8052	1.0363	0.9762	0.9061	0.767	1.0485	1.8975	0.7189	0.8182	0.9174	0.909	1.765	0.8547	1.0072	0.9016	0.941	0.8061	1.2075	1.7647
SSX2IP	0.0849	0.0803	0.0928	0.0913	0.0758	0.3155	0.1554	0.1878	0.1097	0.0903	0.225	0.2445	0.344	0.1184	0.1637	0.2352	0.235	0.1231	0.1778	0.057	0.1496	0.0734	0.1577	0.1376	0.1204	0.105
ST13	2.8781	1.8851	1.6877	1.5933	1.5834	1.9634	1.5534	2.5442	1.9357	1.8509	1.6085	1.8008	2.12	2.0605	1.2156	1.3199	1.423	1.4776	1.1288	1.0073	1.6293	1.2509	1.2731	1.0683	2.1943	1.9099
ST13P4_p1	0.3103	0.2164	0.2313	0.2959	0.1931	0.2243	0.2889	0.2884	0.2378	0.3211	0.2712	0.2012	0.3799	0.1814	0.1562	0.1788	0.1933	0.1899	0.1707	0.128	0.214	0.2178	0.168	0.1572	0.3837	0.2823
ST18	0.035	0.0415	0.0423	0.0753	0.1008	0.0659	0.0489	0.0937	0.0672	0.076	0.0703	0.142	0.1519	0.1546	0.6343	1.5861	0.3198	0.2515	0.5211	0.3495	0.3235	0.0479	0.104	0.2693	0.561	0.8393
ST20	0.0093	0.0187	0.0145	0.1084	0.0351	0.0392	0.0446	0.0445	0.0242	0.0291	0.1062	0.0371	0.0834	0.0868	0.0218	0.0784	0.0914	0.0531	0.0236	0.0434	0.1255	0.0259	0.0902	0.1263	0.0632	0.0697
ST20-AS1	0.3123	0.507	0.9658	0.6623	0.6118	0.6304	0.7455	0.497	0.5741	0.5496	0.8424	0.545	0.5575	1.6566	0.6431	0.3985	0.8732	0.8999	0.4901	0.9695	1.0911	0.5085	1.3998	0.7611	0.7971	0.6996
ST20-MTHFS	0.0727	0.1448	0.1478	0.3622	0.1558	0.2714	0.1731	0.1516	0.1784	0.1377	0.1395	0.1006	0.4546	0.1287	0.1857	0.0826	0.3504	0.2044	0.1048	0.2779	0.3307	0.1337	0.1695	0.1569	0.6992	0.278
ST3GAL1	0.0235	1.2766	0.1303	0.2651	0.1327	0.0497	0.0529	0.0462	0.0796	0.0603	0.1019	0.0352	0.0753	0.0235	0.0273	0.0772	0.0305	0.1286	0.2152	0.1878	0.1035	0.2008	0.2402	0.227	0.1656	0.362
ST3GAL2	0.0866	0.2224	0.1989	0.0844	0.2938	0.1328	0.0752	0.1022	0.1637	0.1385	0.0787	0.0764	0.0961	0.1144	0.053	0.0755	0.1385	0.0734	0.111	0.0576	0.1581	0.1007	0.4014	0.142	0.1566	0.1126
ST3GAL3	0.0733	0.0699	0.0529	0.076	0.1486	0.127	0.0694	0.0653	0.1198	0.0768	0.0558	0.0711	0.1079	0.0658	0.0898	0.0728	0.1103	0.1049	0.0999	0.0538	0.0976	0.0961	0.1718	0.0713	0.1453	0.097
ST3GAL4	0.007	0.0177	0.047	0.0451	0.0316	0.0372	0.0263	0.0388	0.1013	0.0269	0.0295	0.0115	0.0568	0.0255	0.0302	0.0212	0.0388	0.024	0.0441	0.0887	0.0271	0.0816	0.0848	0.0523	0.1255	0.0316
ST3GAL4-AS1	0.0962	0.385	0.2173	0.2979	0.4746	0.8323	0.1607	0.2338	0.2181	0.2218	0.1751	0.911	0.7145	0.5212	0.4235	0.3197	0.5382	0.3888	0.1911	0.173	0.4269	0.22	0.2695	0.171	0.3582	0.3118
ST3GAL5	0.1829	0.1675	0.6567	0.3084	0.4428	0.1849	0.1984	0.1708	0.2762	0.1449	0.117	0.1077	0.1511	0.101	0.0946	0.1207	0.2663	0.3493	0.2989	0.1423	0.3958	0.2353	0.365	0.413	0.7868	0.4556
ST3GAL6	0.0259	0.2392	0.0263	0.3281	0.2897	0.0858	0.0466	0.0745	0.0864	0.1569	0.1	0.0512	0.1598	0.075	0.0256	0.0375	0.0495	0.055	0.0706	0.108	0.117	0.058	0.049	0.1922	0.0719	0.0738
ST3GAL6-AS1	0.6857	0.907	0.9753	1.0407	1.9755	1.0379	1.2492	1.5913	1.0033	1.5244	1.4177	0.735	1.72	0.7635	1.1498	0.7789	0.814	0.8192	0.8035	1.4348	1.0089	0.8524	0.8943	0.7423	1.2277	0.8854
ST5	0.3197	0.4447	0.6952	0.3323	0.3661	0.4888	0.777	1.099	1.0183	0.7492	0.3539	0.4059	0.5816	0.3322	0.243	0.1799	0.1729	0.1536	0.1715	0.1665	0.2307	0.2232	0.2284	0.1385	0.3094	0.2334
ST6GAL1	0.1133	0.9531	0.0831	0.5306	0.3693	0.1112	0.0785	0.0824	0.1079	0.1326	0.1153	0.1159	0.299	0.2158	0.0997	0.2611	0.3458	0.211	0.1256	0.1593	0.3497	0.2855	0.1403	0.146	0.306	0.2209
ST6GAL2	0.3415	0.2662	0.2179	0.2328	0.3442	0.3905	0.4469	0.6104	0.2894	0.6064	0.2727	0.2134	0.3494	0.1863	0.2953	0.6339	0.4163	1.2863	0.6249	0.3679	0.6968	0.6407	1.2473	1.1055	0.9411	0.6579
ST6GALNAC1	0.2532	50.3074	0.5051	0.7281	0.7183	0.6993	0.5901	0.9963	0.6675	0.7154	0.6292	0.5434	0.7217	0.6259	0.5386	0.585	0.6361	0.6302	0.6493	0.609	0.7559	0.6666	0.676	0.6116	0.8231	0.6412
ST6GALNAC3	0.054	0.2994	0.0526	0.0631	0.0785	0.0846	0.0604	0.0846	0.2145	0.0848	0.2199	0.0702	0.1922	0.1136	0.0624	0.0549	0.1566	0.0573	0.066	0.0661	0.0624	0.0955	0.1443	0.0412	0.0903	0.0939
ST6GALNAC4	0.0096	0.1154	0.1527	0.0517	0.0727	0.1949	0.046	0.0488	0.0278	0.0291	0.0331	0.029	0.0428	0.0419	0.0135	0.0415	0.0375	0.0266	0.0408	0.0223	0.0294	0.0295	0.0418	0.0372	0.1412	0.0402
ST6GALNAC5	0.0443	0.0477	0.0401	0.0684	0.0573	0.0586	0.0399	0.0496	0.1814	0.0934	0.2101	0.0789	0.1464	0.1416	0.0736	0.1013	0.3454	0.2152	0.1099	0.1422	0.4182	0.1351	0.3221	0.0807	0.2523	0.1896
ST6GALNAC6	0.0518	0.2445	0.336	0.0752	0.1296	0.0884	0.0532	0.1076	0.1776	0.2339	0.1536	0.0404	0.1501	0.0427	0.0451	0.0483	0.0674	0.1288	0.1073	0.0988	0.1281	0.094	0.0654	0.0456	0.3239	0.055
ST7	0.1326	0.122	0.1218	0.1301	0.1093	0.2815	0.0842	0.1187	0.1374	0.1269	0.1718	0.081	0.1562	0.0816	0.0785	0.2951	0.2316	0.1909	0.2025	0.2028	0.4836	0.169	0.1944	0.1909	0.3843	0.2729
ST7-AS1	0.2687	0.5857	0.3195	0.5058	0.8944	1.8613	0.5499	0.6673	1.0861	0.7473	0.8061	0.8019	0.6724	0.3324	0.2969	0.3131	0.3763	0.4089	1.1691	0.3738	0.8102	0.8151	0.4814	0.6503	0.6695	0.3481
ST7-AS2_loc2	0.533	0.8349	0.6926	0.9507	0.8875	0.8708	0.7509	0.9912	0.95	4.1842	0.8122	1.1089	0.9726	0.7455	0.6125	1.2414	0.7527	1.8781	1.6401	1.5573	0.8483	0.7945	0.8653	0.7238	1.1168	0.8273
ST7-OT3	0.26	0.4109	0.2925	0.8641	0.6973	0.4233	0.2659	0.4373	0.3753	0.3828	0.4062	0.2366	0.5373	0.2728	0.3387	1.1368	1.1062	0.6003	0.4636	0.7732	1.4455	0.5999	0.405	0.412	0.5478	0.4961
ST7L	0.111	0.1244	0.1176	0.1098	0.1511	0.1714	0.1505	0.1813	0.1594	0.1208	0.1417	0.1122	0.19	0.1515	0.1143	0.0891	0.1555	0.1098	0.1076	0.0725	0.141	0.0774	0.095	0.0724	0.3931	0.2244
ST8SIA1	0.5017	0.3622	0.305	0.4195	1.0984	0.4559	0.7245	0.9122	0.649	0.6569	0.3122	0.4477	0.3994	0.324	0.2259	0.362	0.4824	0.4871	0.3554	0.2208	0.4651	0.4806	0.402	0.486	0.4708	0.6929
ST8SIA2	0.3735	0.261	0.2171	0.2345	0.2446	0.2525	0.2948	0.3166	0.3762	0.3059	0.2377	0.195	0.4137	0.351	0.1674	0.5844	0.5273	0.6202	0.5316	0.4953	0.9903	0.739	0.7849	0.6628	0.7178	0.6324
ST8SIA3	0.0246	0.0299	0.045	0.1034	0.2134	0.1268	0.0322	0.1279	0.0713	0.0348	0.0362	0.05	0.0453	0.0236	0.0661	0.2453	0.4068	0.256	0.4259	0.1582	0.4681	0.2115	0.359	0.4864	0.8668	0.3174
ST8SIA4	0.2554	0.5365	0.2916	0.327	0.2217	0.2439	0.1586	0.1845	0.2646	0.1763	0.2404	0.1503	0.2748	0.154	0.1763	0.2557	0.2198	0.4666	0.3184	0.2029	0.6227	0.2012	0.464	0.6449	0.364	0.2157
ST8SIA5	0.6354	2.7834	0.7542	0.9943	0.978	1.0186	0.8367	1.1344	1.0269	0.9639	0.9249	1.0215	1.0258	1.3477	1.1635	0.8125	0.868	0.8792	0.8226	0.834	1.0158	0.9244	1.0155	1.6282	1.2959	2.3056
ST8SIA6	0.4887	4.1281	0.6343	0.9175	1.733	0.9128	0.6921	0.6704	1.7353	0.8667	0.7912	0.6628	0.858	1.1652	0.6606	0.7116	1.5108	1.6365	0.7297	0.6958	0.8562	0.7584	1.7268	0.6826	1.1233	0.794
STAB1	0.0049	1.1257	0.0686	1.6071	0.101	0.0519	0.0445	0.0338	0.0312	0.0375	0.0234	0.0151	0.0299	0.0405	0.0502	0.0177	0.0609	0.0368	0.062	0.0291	0.0832	0.0337	0.136	0.0233	0.1891	0.0328
STAB2	0.1983	1.4603	0.7815	1.5968	0.5446	0.6047	0.4139	0.7364	0.5117	1.1695	0.9132	0.3723	1.0577	0.7988	0.6498	0.4154	0.9217	0.5025	0.4681	0.462	0.5356	0.5155	3.1235	0.4376	0.7044	0.4224
STAC	0.1304	0.2531	0.2226	0.3461	0.6674	0.3761	0.2394	0.4219	0.319	0.3231	0.4485	0.5869	0.516	0.231	0.1968	0.3675	0.2756	0.5143	0.2667	0.2525	0.6456	0.2978	0.7209	1.1214	3.3187	2.0471
STAC2	0.5784	0.8866	0.6772	0.9373	0.9735	1.8826	1.3135	1.1724	1.5938	0.9211	0.8078	0.6839	4.8063	0.6971	0.6455	0.7275	0.7898	0.8041	0.742	0.7172	1.7945	0.7938	0.9091	1.3501	1.179	0.793
STAC3	1.1788	1.6218	1.5944	1.2948	1.2519	1.3819	1.0275	1.2989	1.4143	1.3044	1.6662	1.303	1.3802	1.0744	0.914	2.3042	1.1162	1.1151	1.0231	1.5457	1.3111	1.1479	1.1887	0.9787	1.6916	1.7227
STAG1	0.3182	0.2452	0.1939	0.5702	0.2435	0.2429	0.196	0.2987	0.433	0.2261	0.336	0.3912	0.4723	0.3609	0.1595	0.2043	0.2492	0.3012	0.1621	0.2521	0.2	0.3034	0.2361	0.1998	0.3102	0.2891
STAG2	1.2017	0.8789	0.7741	0.7959	1.0306	1.1893	0.6792	1.1853	1.5609	1.122	0.9966	0.892	1.278	0.627	0.6741	0.5888	0.6022	0.5537	0.5204	0.4239	0.8405	0.6344	0.5878	0.4615	0.929	0.7913
STAG3	0.3389	0.8245	0.8114	1.2059	0.5287	0.5501	0.5936	0.4077	0.7808	0.825	0.8724	0.4282	0.5041	0.3532	0.3092	0.8208	0.4129	0.8536	0.6493	0.7113	0.5117	1.3966	0.5569	0.6616	0.7404	0.6647
STAG3L1_loc1	0.5829	1.0133	0.7478	1.014	1.0156	1.1009	0.7972	3.0608	1.0858	1.8358	1.6094	0.7567	1.0278	0.8069	0.7151	0.8118	0.8599	0.8794	0.8566	0.745	1.0468	0.8633	0.9471	1.6358	1.2664	2.4105
