	Sz	mEndo	mPeric	mMgl	mEpend	mRgl3	mRgl2	mRgl1	mNProg	mNbM	mNbML2	mNbL2	mNbDA	mDA0	mDA1	mDA2	mNbML1	mNbML3	mNbL1	mNbML4	mRN	mGaba1b	mGaba1a	mGaba2	mSert	mOMTN	mNbML5
Rplp2-ps1	1.7805	1.4399	1.3088	1.4291	1.1797	0.9539	1.4195	1.5017	1.0335	0.6749	0.5968	0.8817	0.6401	0.7147	0.9056	0.9401	0.7488	1.3225	1.0598	1.3012	1.3605	1.0978	1.2603	2.105	1.497	1.7628	0.6589
Rpn1	1.4364	1.1394	0.6744	0.9849	1.8694	1.1854	1.2332	1.0704	0.7064	0.5135	0.5256	0.8035	0.5017	0.5797	0.9774	0.7076	0.6916	0.9719	0.8532	1.2771	1.395	0.7599	0.766	1.9376	1.4535	1.1552	0.5516
Rpn2	1.6326	1.9774	1.1095	2.4469	2.0874	2.7193	2.1032	1.4605	1.3702	0.6549	0.5555	0.8117	0.5906	0.6278	0.9796	0.7596	0.7896	1.0856	1.1639	1.7333	1.265	0.9511	0.9853	1.9129	1.4577	1.4416	0.6249
Rpp14	0.3928	0.3683	0.217	0.3285	0.3742	0.4521	0.3638	0.4149	0.3936	0.1963	0.1856	0.3001	0.1924	0.2151	0.2452	0.6169	0.1902	0.5272	0.2796	0.3761	0.4264	0.2997	0.3245	0.6042	0.3637	0.556	0.191
Rpp21	1.3876	0.8829	0.9831	0.8992	0.8242	0.829	0.8351	0.7272	0.6827	0.5005	0.5904	0.6996	0.54	0.8409	1.0965	1.0707	0.6759	1.3164	1.0638	1.1946	1.6512	1.2405	1.0032	2.1193	1.3738	1.5767	0.6804
Rpp25	0.0195	0.0493	0.1084	0.236	0.1723	0.1199	0.0562	0.1923	0.0365	0.0667	0.5356	0.1766	0.109	0.0814	0.1283	0.1116	0.0723	0.1991	0.1235	0.1186	0.2907	0.3872	0.2738	0.2071	0.072	0.1786	0.7834
Rpp25l	0.4395	0.378	0.2626	0.391	0.3584	0.4235	0.5058	0.6701	0.4537	0.2038	0.1708	0.3058	0.2737	0.2347	0.4113	0.3475	0.3597	0.3432	0.3099	0.5153	0.3713	0.356	0.4613	0.6142	0.4597	0.4036	0.3253
Rpp30	0.7523	0.4874	0.4494	0.6112	0.5272	0.6732	0.9081	0.8779	0.7653	0.2976	0.3059	0.3713	0.2782	0.3457	0.4793	0.5021	0.4285	0.5795	0.5411	0.7167	0.708	0.4486	0.5411	0.6767	0.797	0.8044	0.3636
Rpp38	0.1053	0.2195	0.1447	0.3131	0.393	0.3373	0.3311	0.253	0.2425	0.0642	0.0877	0.0755	0.1012	0.1851	0.095	0.2281	0.1694	0.2498	0.1039	0.1858	0.348	0.1248	0.2229	0.2771	0.218	0.1943	0.0863
Rpp40	0.0355	0.0527	0.065	0.1011	0.0985	0.168	0.1032	0.2017	0.1569	0.0441	0.0596	0.0361	0.0632	0.0707	0.1576	0.0582	0.0368	0.0592	0.0672	0.1653	0.0578	0.0731	0.0676	0.1401	0.0968	0.1765	0.0557
Rpph1	0.0093	0.112	0.0533	0.1275	0.1509	0.1458	0.0806	0.04	0.0812	0.0384	0.0866	0.0194	0.0319	0.0864	0.0421	0.0842	0.0646	0.0688	0.0454	0.1487	0.0318	0.1049	0.0282	0.066	0.1812	0.0373	0.066
Rprd1a	0.567	0.4621	0.3676	0.4173	0.8441	0.4765	0.6601	0.3727	0.5183	0.2348	0.2013	0.3869	0.2517	0.2535	0.8329	0.6413	0.3047	0.4997	0.67	0.4769	0.6296	0.3852	0.4542	0.9803	0.5017	0.6653	0.3479
Rprd1b	0.1825	0.2934	0.1461	0.1614	0.4738	0.1634	0.1797	0.3947	0.35	0.1409	0.1226	0.4999	0.0973	0.2114	0.1138	0.1693	0.2454	0.1963	0.4548	0.2454	0.3838	0.1633	0.1444	0.4517	0.2279	0.1984	0.1206
Rprd2	0.5089	0.4113	0.383	0.4198	0.4189	0.5637	0.2988	0.4538	0.4827	0.6655	0.4368	0.4276	0.4093	0.246	0.4912	0.5703	0.3057	0.4081	0.4575	0.5024	0.7388	0.3397	0.5669	1.0287	0.4799	0.5953	0.3272
Rprl3	0.0291	0.086	0.0797	0.1195	0.0732	0.044	0.0949	0.0639	0.093	0.0537	0.0847	0.0275	0.046	0.1006	0.0706	0.0427	0.0576	0.0691	0.0503	0.0882	0.0605	0.0729	0.0337	0.0787	0.1396	0.0648	0.0387
Rprm	0.3541	0.2897	0.3188	0.2736	0.315	0.547	0.7365	0.7008	0.3904	0.1525	0.4351	0.6701	0.2639	0.2838	0.4586	0.3734	1.2294	0.8733	0.4088	1.257	0.356	0.6203	0.515	0.8939	0.7236	3.3327	0.3301
Rprml	0.6857	1.0853	2.0936	1.3658	1.1763	1.0739	1.0936	2.0329	0.9958	0.9277	0.7852	1.0083	0.9193	1.0065	2.8259	1.0667	1.0146	1.2386	1.1706	1.3023	1.3414	1.0163	1.0279	2.1846	1.2428	1.2859	0.9488
Rps10	7.0256	4.7141	4.1346	5.4261	3.5012	3.665	4.2922	5.428	5.4558	3.6614	3.1824	3.2762	2.3794	2.666	3.9692	3.366	3.1958	5.2947	3.819	5.25	5.3055	3.2197	3.273	5.7435	4.8302	5.3594	2.4338
Rps11	9.5675	8.9791	6.3432	11.1699	4.6068	4.6701	5.1653	7.4357	7.8554	4.8128	3.8148	4.4442	3.5835	3.6834	4.6393	4.2075	4.2778	6.5969	5.2728	7.0811	7.3709	4.3223	4.4779	7.8233	6.5506	7.2193	3.4299
Rps12	12.4474	13.0458	8.9318	19.8807	6.0545	6.3263	9.2038	8.722	11.6089	6.548	4.9479	5.7532	4.5602	4.9338	6.037	5.5363	5.0789	8.2729	6.6847	8.5578	9.0115	5.7326	6.0517	10.1673	8.4186	9.3917	4.2925
Rps13	20.266	13.1489	10.4989	16.5669	9.7217	9.8138	10.8423	12.9705	14.5915	8.8438	8.6101	9.2815	6.8488	7.612	9.876	8.9844	9.079	14.6136	10.8381	14.645	15.9576	9.2965	9.3154	16.5056	13.7145	15.7079	7.044
Rps14	9.5979	11.3622	7.1412	10.0554	4.6551	4.9546	6.4473	7.1368	8.2631	5.2074	4.9436	4.4595	3.8557	3.937	5.0908	4.4327	5.3809	6.765	5.6779	6.7317	7.0168	4.4381	4.3579	7.8208	6.7435	7.2089	4.1203
Rps15	2.9019	2.2667	2.095	1.9108	1.7195	1.5153	1.7116	2.282	2.1727	1.835	1.279	1.8548	1.0055	1.4518	1.5488	1.3578	1.2372	1.9463	1.6222	2.0681	2.2389	1.34	1.3393	2.4923	2.0217	2.2046	1.1833
Rps15a	4.7429	3.4088	2.7089	3.3651	2.4504	2.5817	2.5612	3.1378	3.1827	2.4289	1.6431	2.2243	1.6619	1.9222	2.3713	2.0914	2.2682	3.6184	2.6608	3.46	3.6567	2.2389	2.1815	4.4344	3.2871	3.6546	1.6822
Rps15a-ps4	21.4166	19.3492	14.5966	24.2051	10.4296	10.5796	14.8165	16.858	21.9176	11.4355	10.3323	9.8115	9.2328	9.4866	10.4623	9.5451	10.3097	15.1108	12.3985	15.4561	16.1118	9.6725	10.0477	17.4051	14.5414	17.9409	7.4771
Rps15a-ps6	0.0287	0.0981	0.0794	0.0481	0.259	0.0782	0.0888	0.0374	0.048	0.1074	0.0399	0.1194	0.0316	0.0712	0.1379	0.0706	0.0763	0.0678	0.0844	0.0813	0.0561	0.0533	0.0339	0.086	0.0667	0.1038	0.0725
Rps16	22.8487	24.0443	16.6634	26.8254	11.0078	11.257	13.7752	15.0248	19.6001	8.5019	7.6679	10.4481	7.7775	8.5078	11.1573	10.3282	9.3379	14.8859	12.1906	17.1835	16.4193	10.603	11.154	18.6903	15.4616	18.5596	7.7487
Rps17	3.8575	3.0449	2.4947	3.047	1.9407	1.9525	2.115	2.3017	2.4885	1.8328	1.7966	1.82	1.4288	1.6188	1.9955	1.909	1.7346	2.5407	2.3189	2.7474	3.1936	1.7852	1.7748	3.2165	2.7849	3.1036	1.725
Rps18	22.1758	21.2217	14.808	22.8118	10.6565	11.4598	16.5586	18.1711	19.3378	11.0498	9.3197	10.1541	9.4339	8.3044	11.2611	9.9422	9.5785	15.749	11.8427	15.4585	16.0692	10.3354	10.3165	18.0629	15.0544	18.7858	7.6479
Rps19	6.5575	4.8105	4.5529	5.8695	3.2225	3.2637	3.52	4.4355	5.5929	4.2926	3.1895	3.0401	2.4576	2.9708	3.3106	2.9984	3.1297	4.7488	3.5956	6.4667	6.0216	3.0852	3.0627	5.3953	4.4862	5.2739	2.7483
Rps19-ps3	0.4018	0.4839	0.4677	0.5498	0.298	0.2675	0.4068	0.3766	0.4614	0.3605	0.2051	0.2969	0.2068	0.1961	0.2929	0.2268	0.1977	0.3259	0.4979	0.3613	0.3569	0.205	0.2138	0.4209	0.3564	0.4992	0.2588
Rps19bp1	0.3452	0.2476	0.2495	0.2745	0.3348	0.2546	0.3536	0.2639	0.2856	0.1736	0.1632	0.3981	0.162	0.2262	0.2919	0.3434	0.2149	0.2603	0.3187	0.3571	0.3209	0.201	0.4088	0.6885	0.5859	0.6703	0.1804
Rps2	0.8288	0.9067	0.7612	1.0035	0.5409	0.5016	0.6672	1.0281	0.726	0.5226	0.3396	0.4308	0.3428	0.3326	0.4765	0.454	0.4253	0.6444	0.6467	0.6506	0.8963	0.4252	0.4172	1.1119	0.629	0.6712	0.5056
Rps20	27.6885	30.276	20.6566	27.4406	13.2664	13.6677	18.2322	21.4414	29.0691	14.292	11.8822	12.6919	11.24	11.8831	13.6977	12.4733	11.4233	17.7195	14.8477	21.2139	20.6495	12.6789	13.1738	22.5233	18.7046	23.4869	9.7629
Rps21	10.2962	8.649	6.2189	10.0371	5.0039	5.1348	5.4632	5.834	7.73	5.7377	4.9526	4.7391	4.0391	3.9735	5.0693	4.5534	4.4664	7.9346	5.8021	7.2087	8.1253	4.6942	4.7239	8.4431	6.9892	8.2858	3.6688
Rps23	9.0408	6.6211	5.5683	8.4944	4.3796	4.4001	4.8115	6.6988	6.5112	5.1712	4.196	4.156	3.223	3.7564	4.6111	4.0616	4.0814	6.2234	4.9182	6.3528	6.8305	4.1127	4.0496	7.4125	6.1411	7.8626	3.1427
Rps24	19.0226	19.0697	12.4832	20.7755	9.0998	9.5248	13.0502	13.9811	17.7613	9.2742	8.312	8.7092	6.7875	7.0736	9.3686	8.4197	8.325	12.5195	10.1629	13.1319	13.6706	8.9609	9.7627	15.487	13.0768	15.3682	6.5376
Rps25	13.2672	12.0547	7.7823	15.3799	6.4866	6.5639	8.0109	8.9275	10.5817	5.1714	4.3629	6.083	4.6406	4.9601	6.867	6.0517	5.9414	9.3835	7.1368	9.3065	10.3935	6.8196	6.9828	10.8725	9.193	10.0375	4.571
Rps26	4.9215	3.394	3.4516	3.3994	2.4646	2.6244	2.6784	3.3046	2.5779	3.1977	2.6127	2.3179	1.8802	2.3818	2.911	2.3253	2.2184	3.4092	2.683	3.5053	3.8855	2.3135	2.2965	4.1463	3.4478	3.9227	2.0079
Rps27	0.0223	0.1736	0.1043	0.097	0.09	0.0515	0.0355	0.0413	0.0503	0.0265	0.0507	0.059	0.037	0.064	0.1012	0.0889	0.0505	0.0493	0.1074	0.1052	0.1437	0.046	0.0941	0.0832	0.0712	0.066	0.0489
Rps27a	8.5329	5.581	4.2242	6.6085	4.2172	4.2408	4.63	4.9915	5.3856	2.9546	3.0849	3.9445	2.8841	3.1701	4.2548	3.7811	3.8064	5.9723	4.6576	6.0339	7.0679	3.9677	3.9251	7.0773	5.9544	6.5727	2.9847
Rps27l	2.4971	3.6523	2.4594	3.5546	3.2458	2.088	3.4711	3.722	3.8937	1.506	0.96	1.1734	1.0845	1.0175	1.5394	1.2486	1.1066	1.6321	1.3929	2.0014	2.0368	1.2384	1.4041	2.0659	2.0502	2.2651	0.9294
Rps28	34.0087	27.7881	21.0413	36.9655	16.0991	16.4023	18.2491	23.3643	24.6114	16.8201	14.5541	15.5431	12.7057	12.8124	18.1157	14.9752	14.7232	27.7945	18.6543	24.7008	24.5204	15.7008	15.6311	27.6315	22.8952	29.7172	11.6904
Rps29	62.9556	61.0264	45.1685	87.1063	29.9395	30.2453	34.9229	40.7302	48.5546	27.7834	22.3564	28.7042	21.8838	22.8371	30.4188	27.4453	25.5611	41.3782	33.3128	42.4046	45.1924	28.6871	29.5262	51.0938	42.5719	47.9614	21.3218
Rps3	28.7579	23.7248	15.8043	27.3642	13.7716	13.83	15.507	18.065	23.2794	13.5261	10.9492	13.1582	10.1266	10.7457	13.9232	12.8447	12.8909	22.6101	15.7005	20.257	21.1854	13.1498	13.2428	23.3654	19.5103	21.8288	9.8271
Rps3a1	29.5007	25.2185	21.0851	29.6272	14.1269	14.3792	17.1274	22.6229	27.0223	14.6334	12.8618	13.5021	10.8593	12.4204	14.3806	12.9375	14.4005	19.7529	16.2036	21.9087	21.9428	13.5132	13.7541	23.9425	19.9985	24.2159	10.042
Rps4x	3.5038	3.9571	3.7586	4.3203	1.8337	2.049	1.9215	3.1859	2.7953	2.1638	1.2421	1.7591	1.4653	1.582	1.9075	1.6034	1.5148	2.3646	2.3151	2.4267	3.1353	1.6254	1.6677	3.6942	2.4803	2.6711	1.3352
Rps4y2	1.1537	1.0411	1.0542	0.8092	0.6662	0.7532	0.6542	0.6421	0.5977	0.4261	0.4831	0.5981	0.5068	0.4497	0.6695	0.625	0.9243	1.2239	0.9338	1.0026	0.8954	1.6114	0.9369	1.7007	1.416	2.0342	0.7814
Rps5	17.5478	13.9161	10.581	16.3907	8.4356	8.5435	10.9474	11.7481	13.974	7.7043	6.2803	8.0295	6.044	6.5842	8.6005	8.7473	8.4581	12.3717	9.6419	12.6048	12.84	8.1972	9.337	14.3124	11.937	14.3863	5.9857
Rps6	25.5601	24.6894	14.6009	25.2183	12.2036	12.366	13.6019	17.5373	20.2161	12.5937	10.1699	11.6931	8.8406	9.413	12.3525	11.6754	11.4817	19.8506	14.1895	22.328	18.7011	11.6786	12.1649	20.7839	17.2442	20.6315	8.837
Rps6ka1	0.0189	0.5666	0.0422	0.5997	0.1943	0.0549	0.0361	0.0506	0.0316	0.1002	0.0296	0.1675	0.0654	0.0358	0.0564	0.1003	0.0769	0.1399	0.1123	0.2551	0.1209	0.0746	0.0378	0.1168	0.1002	0.0701	0.0476
Rps6ka2	0.2278	0.4316	0.1292	0.1777	0.7131	0.1582	0.1893	0.1462	0.1412	0.2166	0.1102	0.3148	0.1264	0.1874	0.1431	0.2619	0.2779	0.244	0.1995	0.3744	0.2889	0.1737	0.173	0.4448	0.5645	0.2727	0.13
Rps6ka3	0.0079	0.1751	0.0305	0.0647	0.0655	0.1856	0.0272	0.0356	0.0645	0.0177	0.0198	0.0845	0.0451	0.023	0.1241	0.0788	0.0786	0.1027	0.041	0.0378	0.0522	0.0537	0.0475	0.0794	0.0616	0.0341	0.0381
Rps6ka4	0.0936	0.4196	0.6738	0.2737	0.3184	0.5091	0.355	0.2601	0.1565	0.145	0.3521	0.5305	0.1369	0.1781	0.2616	0.7861	0.2834	0.2486	0.2791	0.2865	0.4015	0.4284	0.1943	0.9342	0.5494	0.288	0.1514
Rps6ka5	0.0136	0.0278	0.0247	0.0499	0.1843	0.1766	0.0941	0.1704	0.0614	0.068	0.0263	0.1092	0.0627	0.0341	0.0984	0.1523	0.1345	0.041	0.0541	0.1111	0.1083	0.0473	0.1809	0.2341	0.0979	0.0685	0.1029
Rps6ka6	0.4743	0.3202	0.2587	0.3408	0.385	0.299	0.5134	0.4332	0.4522	0.2228	0.1972	0.5304	0.207	0.5586	0.5297	0.2734	0.37	0.4858	0.7527	0.5898	0.519	0.4984	0.6043	1.2217	1.156	0.5686	0.2412
Rps6kb1	1.1562	0.9711	0.6767	0.8118	0.6766	0.6277	0.8107	1.2048	0.7988	0.4986	0.448	0.8176	0.5378	0.637	0.7645	0.7739	0.7543	0.8623	0.8333	1.0202	0.9486	0.8576	0.6557	1.2764	1.0389	1.2007	0.494
Rps6kb2	0.194	0.1737	0.1873	0.163	0.2437	0.255	0.3066	0.1358	0.2337	0.1122	0.1883	0.1695	0.1067	0.1992	0.136	0.1461	0.1561	0.1918	0.3565	0.2595	0.4071	0.1487	0.1962	0.3119	0.2751	0.3146	0.1285
Rps6kc1	0.1489	0.1235	0.1034	0.1355	0.3676	0.3024	0.1381	0.1519	0.0896	0.1414	0.1181	0.199	0.2036	0.1246	0.2725	0.1691	0.2269	0.2707	0.2897	0.2651	0.1638	0.179	0.4665	0.5791	0.3041	0.2577	0.2743
Rps6kl1	0.1147	0.1011	0.1067	0.2309	0.2001	0.1361	0.1188	0.1377	0.0769	0.1457	0.0683	0.2824	0.0614	0.1426	0.2929	0.2756	0.1578	0.3039	0.2799	0.2954	0.1572	0.2709	0.1451	0.7196	0.2874	0.3672	0.2042
Rps7	2.3575	1.7207	1.1425	1.6872	1.1929	1.2732	1.291	1.9836	1.8913	0.9442	1.1799	1.1013	1.0086	0.8986	1.3358	1.1536	1.2912	1.7631	1.3791	1.8584	2.0787	1.2206	1.3077	1.9834	1.7169	1.9352	0.8545
Rps8	8.7031	6.5855	5.3352	5.7201	4.2925	4.4377	4.8017	5.0266	5.3586	4.1948	2.9153	4.1492	2.9688	3.1452	4.3206	3.8408	3.6294	5.4903	4.62	6.0434	6.3696	4.0101	4.1502	8.0036	5.9598	6.6496	3.118
Rps9	12.672	10.2883	8.508	11.6418	6.2132	6.2332	6.9069	8.8416	9.2482	7.0965	6.0263	5.8683	5.1166	5.0686	6.4969	5.6322	5.8384	8.5489	6.8161	8.7719	9.8105	5.7483	5.7435	10.3067	8.5732	9.5454	4.5013
Rpsa	18.1671	12.5877	10.1855	17.9481	8.6803	8.7986	11.5874	11.9045	13.8402	6.5287	5.8277	8.3927	6.015	6.594	9.0704	9.2752	7.3142	11.7839	9.6372	12.3441	13.2079	8.382	9.6109	14.9942	12.2792	13.681	6.275
Rptor	0.1777	0.1503	0.1724	0.2046	0.3891	0.2661	0.1631	0.2238	0.1613	0.0979	0.1383	0.161	0.1298	0.0963	0.1522	0.1313	0.104	0.5369	0.1878	0.3096	0.2189	0.1371	0.1666	0.3767	0.1875	0.1902	0.1108
Rpusd1	0.0551	0.0642	0.0802	0.1446	0.0784	0.0559	0.0663	0.1042	0.06	0.0406	0.0777	0.0751	0.057	0.1173	0.0771	0.0707	0.0933	0.1889	0.0812	0.0892	0.1037	0.0608	0.0705	0.206	0.1281	0.1219	0.1069
Rpusd2	0.0068	0.0589	0.0324	0.2134	0.1307	0.0383	0.0272	0.037	0.0408	0.0778	0.0425	0.0906	0.0442	0.024	0.0358	0.035	0.0617	0.0659	0.085	0.0374	0.0291	0.0187	0.0526	0.0402	0.0977	0.1511	0.036
Rpusd3	0.0511	0.198	0.1435	0.0777	0.3324	0.1205	0.1257	0.1043	0.0888	0.1035	0.0625	0.0561	0.0678	0.1128	0.1081	0.0683	0.0959	0.0991	0.0782	0.1317	0.0932	0.0817	0.0571	0.1703	0.1631	0.1291	0.0633
Rpusd4	0.099	0.1935	0.1078	0.1809	0.2579	0.1138	0.0731	0.1148	0.121	0.0843	0.0974	0.079	0.0739	0.0753	0.1083	0.0827	0.0713	0.1204	0.149	0.1714	0.1587	0.0804	0.0931	0.174	0.2419	0.1581	0.0534
Rqcd1	0.1875	0.189	0.2463	0.1629	0.2078	0.124	0.2231	0.1816	0.2948	0.1115	0.0924	0.1737	0.1373	0.1175	0.1961	0.1148	0.1284	0.1576	0.2164	0.3355	0.3713	0.1331	0.1481	0.4645	0.2207	0.3191	0.1126
Rrad	0.0946	0.6592	4.1037	1.1589	0.3903	0.3203	0.323	0.2132	0.2126	0.3912	0.1409	0.5585	0.3376	0.2423	0.2959	1.1301	0.664	0.312	0.3244	0.3271	0.2784	0.221	0.2429	0.4092	0.247	0.3617	0.1978
Rraga	0.6993	0.4405	0.4202	0.4786	0.6117	0.4275	0.5407	0.4259	0.3507	0.3394	0.3209	0.38	0.2745	0.4087	0.5436	0.4271	0.4842	0.731	0.5226	0.7576	0.932	0.528	0.6106	1.0778	0.9932	0.6722	0.2647
Rragb	0.0132	0.0246	0.0255	0.0582	0.0528	0.0662	0.0247	0.0579	0.0436	0.0295	0.0317	0.1702	0.0516	0.1103	0.1737	0.4582	0.114	0.0548	0.1161	0.0639	0.0422	0.0581	0.0398	0.2378	0.1772	0.131	0.0637
Rragc	0.2531	0.3845	0.3454	0.6318	0.1996	0.2167	0.1686	0.1658	0.1667	0.2181	0.1619	0.3193	0.1207	0.1156	0.2772	0.1787	0.1398	0.4683	0.2314	0.3791	0.3592	0.1787	0.1406	0.4689	0.318	0.3917	0.126
Rragd	0.2436	0.1625	0.1331	0.2557	0.5041	0.2679	0.3052	0.299	0.2721	0.1617	0.1548	0.3582	0.1866	0.2314	0.2182	0.2748	0.1685	0.2038	0.1998	0.3007	0.5353	0.3213	0.3711	0.7276	0.4229	0.5759	0.21
Rras	0.0035	0.7106	0.3312	0.0751	0.063	0.0356	0.0407	0.0309	0.0139	0.0338	0.0191	0.1027	0.0272	0.0198	0.0331	0.0307	0.0173	0.0309	0.0409	0.0354	0.0251	0.0165	0.0221	0.0273	0.032	0.0168	0.037
Rras2	0.1925	0.5087	0.1562	0.1917	0.3232	0.1754	0.1944	0.2602	0.1237	0.1006	0.0926	0.2987	0.1236	0.1522	0.3065	0.3072	0.138	0.267	0.141	0.3029	0.3338	0.2243	0.1764	0.3748	0.6394	0.3098	0.1137
Rrbp1	0.5229	2.2422	1.4619	2.3805	0.8318	1.2177	1.1822	0.5848	0.6376	0.264	0.3195	0.6631	0.3516	0.3333	0.512	0.3546	0.297	0.4101	0.516	0.4487	0.5117	0.3271	0.4596	0.6134	0.4381	0.5154	0.3892
Rreb1	0.0124	0.4294	0.1499	0.2554	0.3589	0.1705	0.0844	0.1549	0.1036	0.0476	0.0203	0.1038	0.0166	0.0765	0.0874	0.4012	0.0375	0.0348	0.1398	0.0767	0.0326	0.0215	0.0259	0.0753	0.0502	0.0493	0.0545
Rrm1	0.4098	0.5259	0.6511	0.9843	0.7263	0.3136	1.1516	1.6139	1.9115	0.3716	0.1729	0.2654	0.1889	0.1707	0.2625	0.2401	0.2682	0.3051	0.2688	0.4196	0.331	0.2958	0.3102	0.4081	0.3525	0.4239	0.2018
Rrm2	0.1231	0.498	0.5777	0.8433	0.3677	0.2166	0.9737	1.3114	1.9377	0.1082	0.0999	0.1532	0.0918	0.1022	0.4402	0.1021	0.2036	0.1886	0.2211	0.2166	0.1951	0.0802	0.1058	0.2479	0.1268	0.2297	0.0932
Rrm2b	0.0673	0.1277	0.1176	0.1432	0.0955	0.302	0.1114	0.1233	0.0736	0.0515	0.1076	0.1237	0.0736	0.1301	0.0927	0.0941	0.1561	0.087	0.0738	0.2554	0.1	0.2732	0.178	0.2637	0.131	0.1758	0.0871
Rrn3	0.6797	0.421	0.3635	0.516	0.4683	0.5158	0.381	0.3911	0.4495	0.3288	0.5938	0.6152	0.3541	0.3943	0.3863	0.5261	0.3922	0.6175	0.4879	0.5848	0.6983	0.4119	0.4497	0.8051	0.7705	0.8944	0.2828
Rrnad1	0.1473	0.1468	0.1505	0.2859	0.1893	0.1084	0.2253	0.1384	0.1919	0.1035	0.1901	0.2074	0.1058	0.1891	0.351	0.1571	0.2462	0.1925	0.1902	0.4139	0.206	0.0993	0.2952	0.4179	0.38	0.3351	0.0981
Rrp1	1.7923	1.0894	0.9253	1.43	1.1666	1.2406	1.0842	1.1131	0.8805	0.7072	1.0306	1.4752	0.7181	1.0335	1.4873	0.8818	0.8823	1.5643	1.4635	1.9572	1.6383	1.1	1.1693	2.0555	2.0881	1.4147	1.1216
Rrp12	0.0334	0.0919	0.0409	0.2373	0.1897	0.2218	0.2078	0.1211	0.0825	0.0404	0.053	0.1313	0.0373	0.064	0.1501	0.194	0.1006	0.1789	0.0646	0.1097	0.052	0.1671	0.0425	0.3342	0.2367	0.0902	0.0324
Rrp15	0.1961	0.3249	0.2393	0.3322	0.3159	0.1527	0.2242	0.5041	0.4342	0.1722	0.2096	0.2817	0.0878	0.24	0.1496	0.3742	0.1881	0.1883	0.2358	0.1916	0.2276	0.1504	0.1578	0.2267	0.2082	0.2737	0.1026
Rrp1b	0.3075	0.3049	0.1627	0.3098	0.2453	0.1916	0.2449	0.2897	0.2886	0.2122	0.1594	0.3758	0.1414	0.186	0.2433	0.2899	0.2183	0.5225	0.2714	0.2885	0.3681	0.2347	0.2495	0.458	0.2662	0.2853	0.2203
Rrp36	0.3281	0.3002	0.1701	0.5887	0.3724	0.3203	0.2885	0.4304	0.4595	0.1914	0.2196	0.2137	0.1871	0.1896	0.3382	0.3769	0.2426	0.4961	0.2684	0.3504	0.4409	0.4734	0.2799	0.3302	0.326	0.5034	0.1618
Rrp7a	0.4603	0.3451	0.2344	0.3823	0.6122	0.3251	0.3131	0.3316	0.3075	0.2018	0.1952	0.2982	0.1767	0.2146	0.364	0.4251	0.3732	0.5754	0.3165	0.5562	0.5058	0.3124	0.3434	0.833	0.4628	0.5047	0.2326
Rrp8	0.2471	0.2318	0.3172	0.3367	0.2753	0.3095	0.2798	0.1859	0.2969	0.1983	0.1058	0.2503	0.1027	0.1172	0.3689	0.355	0.204	0.3431	0.3016	0.2726	0.254	0.1501	0.1405	0.4771	0.2948	0.2777	0.2184
Rrp9	0.1134	0.1423	0.0851	0.1974	0.1597	0.1785	0.1749	0.1678	0.1631	0.0617	0.0532	0.11	0.0534	0.1049	0.149	0.115	0.2221	0.1647	0.1078	0.2467	0.1999	0.1842	0.0761	0.2057	0.125	0.1641	0.1226
Rrs1	0.0489	0.1957	0.0633	0.2485	0.4327	0.1458	0.3011	0.2621	0.2346	0.0699	0.0534	0.2155	0.038	0.109	0.1851	0.0532	0.0472	0.129	0.0627	0.3416	0.2284	0.1314	0.154	0.2499	0.1762	0.2094	0.0965
Rsad1	0.0399	0.0769	0.0922	0.0816	0.2887	0.0802	0.1359	0.049	0.0922	0.0689	0.1485	0.3468	0.0414	0.0891	0.2335	0.1339	0.1672	0.2036	0.0871	0.3314	0.1536	0.1095	0.0921	0.2843	0.075	0.1	0.1137
Rsad2	0.3764	0.9899	0.6255	0.628	1.4288	0.6414	0.4388	1.5353	0.7941	0.3713	0.7181	0.7201	0.9557	0.7829	0.5577	0.9236	0.7343	0.917	0.5957	0.6799	0.9504	0.4448	0.4839	0.6407	0.5587	0.5524	0.6621
Rsbn1	0.7316	0.4876	0.3776	0.5493	0.5464	0.4114	0.5163	0.4485	0.547	0.5392	0.5823	1.2079	0.3757	0.5513	0.4745	0.4633	0.5205	0.5575	0.8044	0.8398	0.6667	0.5869	0.4377	0.7832	0.7098	0.6466	0.4923
Rsbn1l	0.2087	0.3919	0.2592	0.2432	0.3079	0.2808	0.348	0.2323	0.2735	0.1062	0.1411	0.3781	0.1986	0.1232	0.1765	0.1581	0.2195	0.2873	0.1539	0.2397	0.2473	0.1361	0.1377	0.4139	0.3242	0.326	0.1591
Rsc1a1	0.029	0.4272	0.199	0.1784	0.1063	0.1365	0.1153	0.0855	0.1351	0.0338	0.066	0.1283	0.0779	0.1223	0.0639	0.115	0.2407	0.1651	0.1345	0.1942	0.0963	0.1205	0.224	0.2911	0.072	0.081	0.0373
Rsf1	1.3995	1.0394	0.861	0.96	0.9424	0.8546	0.949	0.8552	0.9312	0.7028	0.5549	2.0681	0.7018	0.9649	1.0498	0.7041	0.9411	0.9702	0.8883	1.546	1.1169	0.811	0.8157	1.6302	1.2739	1.1556	0.8209
Rsg1	0.922	1.1415	1.0522	1.3788	1.2228	1.2359	1.1186	1.1049	1.4497	0.904	0.8554	1.7504	0.9267	1.0416	1.1624	2.7402	2.0598	1.407	1.3256	1.4912	1.3593	1.1373	1.0692	1.9398	1.4044	1.4233	0.9427
